score
82.0
14.0
26.0
74.0
93.0
69.0
57.0
87.0
49.0
88.0
14.0
94.0
65.0
54.0
46.0
68.0
34.0
88.0
65.0
45.0
15.0
69.0
76.0
34.0
48.0
44.0
38.0
14.0
71.0
81.0
78.0
86.0
42.0
25.0
57.0
41.0
86.0
52.0
86.0
52.0
44.0
36.0
77.0
33.0
93.0
80.0
100.0
24.0
61.0
97.0
7.0
53.0
93.0
100.0
34.0
100.0
68.0
49.0
59.0
72.0
100.0
81.0
96.0
84.0
96.0
72.0
77.0
99.0
49.0
76.0
64.0
78.0
74.0
25.0
36.0
8.0
69.0
77.0
5.0
46.0
59.0
86.0
99.0
6.0
90.0
35.0
24.0
43.0
12.0
58.0
72.0
76.0
70.0
57.0
95.0
63.0
14.0
70.0
60.0
50.0
72.0
41.0
46.0
39.0
76.0
66.0
91.0
29.0
66.0
88.0
87.0
97.0
74.0
100.0
73.0
56.0
37.0
81.0
93.0
60.0
60.0
93.0
70.0
89.0
74.0
54.0
86.0
100.0
24.0
91.0
78.0
71.0
22.0
98.0
98.0
1.0
92.0
99.0
24.0
82.0
61.0
17.0
100.0
67.0
3.0
77.0
69.0
71.0
90.0
74.0
95.0
93.0
35.0
90.0
87.0
69.0
90.0
48.0
38.0
71.0
55.0
56.0
63.0
100.0
54.0
4.0
84.0
38.0
77.0
53.0
84.0
66.0
28.0
88.0
80.0
99.0
78.0
98.0
27.0
59.0
99.0
74.0
96.0
53.0
90.0
46.0
100.0
11.0
26.0
6.0
6.0
88.0
52.0
2.0
70.0
12.0
83.0
4.0
90.0
73.0
100.0
70.0
11.0
80.0
35.0
44.0
67.0
49.0
62.0
84.0
73.0
10.0
46.0
90.0
70.0
54.0
97.0
2.0
67.0
72.0
73.0
77.0
56.0
86.0
99.0
78.0
42.0
100.0
81.0
45.0
46.0
22.0
8.0
62.0
27.0
46.0
18.0
86.0
85.0
96.0
5.0
14.0
81.0
25.0
22.0
52.0
98.0
29.0
65.0
87.0
60.0
95.0
79.0
99.0
19.0
88.0
100.0
100.0
56.0
85.0
81.0
48.0
62.0
78.0
38.0
92.0
100.0
89.0
54.0
17.0
80.0
82.0
68.0
86.0
99.0
91.0
88.0
4.0
72.0
90.0
35.0
41.0
26.0
100.0
65.0
34.0
100.0
77.0
100.0
16.0
74.0
1.0
23.0
22.0
36.0
33.0
64.0
90.0
88.0
61.0
33.0
25.0
86.0
16.0
11.0
84.0
54.0
70.0
62.0
65.0
99.0
28.0
77.0
68.0
35.0
80.0
27.0
75.0
17.0
71.0
68.0
100.0
99.0
55.0
3.0
85.0
31.0
17.0
88.0
27.0
99.0
100.0
55.0
12.0
62.0
92.0
81.0
91.0
100.0
41.0
82.0
91.0
90.0
38.0
86.0
72.0
69.0
59.0
22.0
74.0
83.0
69.0
69.0
96.0
96.0
97.0
13.0
100.0
38.0
67.0
23.0
49.0
85.0
51.0
58.0
78.0
27.0
16.0
51.0
71.0
93.0
76.0
80.0
100.0
2.0
45.0
51.0
3.0
81.0
7.0
4.0
1.0
41.0
6.0
13.0
67.0
89.0
6.0
35.0
78.0
6.0
87.0
63.0
66.0
41.0
79.0
63.0
68.0
64.0
34.0
66.0
93.0
74.0
72.0
59.0
41.0
94.0
59.0
80.0
4.0
73.0
36.0
44.0
2.0
56.0
75.0
94.0
8.0
18.0
27.0
4.0
29.0
45.0
39.0
81.0
60.0
10.0
71.0
16.0
43.0
100.0
73.0
34.0
49.0
40.0
6.0
20.0
78.0
64.0
97.0
84.0
85.0
33.0
39.0
99.0
62.0
43.0
67.0
80.0
5.0
59.0
1.0
84.0
74.0
91.0
66.0
22.0
83.0
31.0
32.0
63.0
100.0
58.0
83.0
52.0
60.0
94.0
35.0
53.0
83.0
2.0
7.0
100.0
26.0
77.0
100.0
50.0
100.0
21.0
82.0
95.0
83.0
40.0
97.0
94.0
12.0
58.0
71.0
60.0
76.0
95.0
84.0
72.0
80.0
13.0
77.0
83.0
84.0
21.0
79.0
16.0
100.0
88.0
72.0
85.0
33.0
49.0
52.0
58.0
73.0
14.0
57.0
27.0
100.0
16.0
44.0
96.0
68.0
30.0
18.0
63.0
81.0
61.0
78.0
65.0
11.0
69.0
9.0
81.0
87.0
34.0
16.0
86.0
61.0
99.0
86.0
16.0
100.0
34.0
95.0
49.0
66.0
69.0
91.0
91.0
79.0
76.0
56.0
100.0
99.0
78.0
77.0
69.0
36.0
82.0
68.0
91.0
34.0
58.0
90.0
24.0
82.0
63.0
79.0
66.0
51.0
67.0
72.0
11.0
49.0
61.0
93.0
98.0
77.0
35.0
73.0
66.0
80.0
94.0
71.0
59.0
100.0
16.0
15.0
50.0
100.0
23.0
96.0
42.0
63.0
29.0
86.0
13.0
77.0
97.0
100.0
83.0
89.0
95.0
72.0
50.0
48.0
47.0
61.0
100.0
69.0
60.0
8.0
94.0
77.0
3.0
52.0
59.0
93.0
70.0
89.0
62.0
69.0
61.0
79.0
57.0
15.0
71.0
86.0
88.0
21.0
55.0
95.0
90.0
22.0
78.0
67.0
72.0
9.0
24.0
88.0
65.0
47.0
83.0
84.0
88.0
16.0
1.0
79.0
31.0
66.0
97.0
69.0
77.0
59.0
100.0
100.0
9.0
50.0
15.0
67.0
77.0
91.0
92.0
81.0
83.0
82.0
83.0
82.0
95.0
12.0
2.0
89.0
21.0
22.0
51.0
45.0
37.0
5.0
91.0
90.0
79.0
94.0
48.0
77.0
39.0
77.0
88.0
7.0
44.0
99.0
2.0
94.0
5.0
64.0
38.0
59.0
68.0
38.0
60.0
64.0
90.0
89.0
58.0
72.0
33.0
12.0
100.0
58.0
48.0
85.0
100.0
70.0
23.0
82.0
63.0
100.0
100.0
35.0
100.0
88.0
1.0
76.0
47.0
100.0
78.0
100.0
45.0
28.0
7.0
94.0
52.0
89.0
69.0
82.0
68.0
64.0
39.0
41.0
54.0
84.0
97.0
77.0
26.0
64.0
100.0
75.0
54.0
57.0
42.0
72.0
82.0
80.0
92.0
55.0
57.0
90.0
64.0
67.0
24.0
21.0
86.0
82.0
34.0
56.0
99.0
33.0
79.0
85.0
26.0
77.0
74.0
10.0
100.0
85.0
47.0
94.0
91.0
2.0
55.0
100.0
70.0
54.0
17.0
4.0
65.0
76.0
67.0
98.0
9.0
72.0
82.0
37.0
67.0
75.0
58.0
79.0
100.0
92.0
48.0
42.0
51.0
91.0
87.0
81.0
100.0
77.0
98.0
68.0
29.0
87.0
100.0
81.0
92.0
63.0
73.0
93.0
60.0
5.0
61.0
50.0
28.0
66.0
74.0
71.0
74.0
89.0
78.0
100.0
90.0
45.0
95.0
2.0
54.0
6.0
49.0
55.0
95.0
67.0
93.0
69.0
34.0
73.0
91.0
73.0
78.0
100.0
78.0
100.0
48.0
68.0
17.0
48.0
85.0
55.0
28.0
82.0
58.0
66.0
61.0
76.0
37.0
75.0
92.0
45.0
1.0
92.0
2.0
23.0
30.0
26.0
70.0
41.0
14.0
100.0
96.0
94.0
62.0
16.0
53.0
48.0
71.0
28.0
38.0
52.0
48.0
82.0
52.0
2.0
100.0
44.0
29.0
28.0
20.0
100.0
42.0
56.0
3.0
52.0
83.0
100.0
29.0
93.0
59.0
9.0
49.0
85.0
96.0
32.0
17.0
59.0
12.0
28.0
32.0
89.0
59.0
4.0
43.0
48.0
83.0
79.0
91.0
25.0
37.0
13.0
91.0
59.0
100.0
15.0
6.0
1.0
62.0
78.0
91.0
85.0
98.0
9.0
68.0
62.0
93.0
10.0
91.0
70.0
35.0
88.0
93.0
86.0
83.0
61.0
49.0
53.0
75.0
61.0
75.0
92.0
53.0
20.0
83.0
95.0
61.0
56.0
52.0
100.0
39.0
61.0
60.0
32.0
62.0
76.0
67.0
26.0
54.0
64.0
97.0
48.0
100.0
68.0
56.0
96.0
17.0
10.0
66.0
39.0
87.0
88.0
20.0
1.0
3.0
41.0
63.0
97.0
1.0
4.0
14.0
57.0
50.0
32.0
78.0
65.0
97.0
92.0
100.0
92.0
60.0
23.0
99.0
48.0
96.0
2.0
45.0
69.0
64.0
80.0
62.0
61.0
41.0
48.0
79.0
66.0
82.0
99.0
91.0
80.0
43.0
65.0
94.0
37.0
44.0
80.0
65.0
74.0
18.0
49.0
67.0
93.0
26.0
67.0
100.0
77.0
83.0
9.0
43.0
17.0
67.0
62.0
95.0
100.0
68.0
65.0
82.0
100.0
52.0
42.0
47.0
9.0
66.0
35.0
85.0
74.0
88.0
20.0
50.0
1.0
71.0
80.0
54.0
41.0
77.0
82.0
62.0
28.0
97.0
67.0
83.0
64.0
77.0
46.0
59.0
48.0
1.0
44.0
62.0
100.0
69.0
100.0
67.0
92.0
84.0
93.0
65.0
59.0
85.0
99.0
94.0
90.0
90.0
10.0
33.0
73.0
88.0
49.0
88.0
61.0
55.0
74.0
64.0
32.0
79.0
86.0
23.0
67.0
34.0
87.0
33.0
69.0
67.0
91.0
77.0
1.0
99.0
89.0
82.0
65.0
78.0
35.0
65.0
60.0
99.0
66.0
61.0
94.0
82.0
94.0
93.0
41.0
76.0
71.0
55.0
41.0
71.0
48.0
76.0
50.0
33.0
85.0
92.0
100.0
75.0
41.0
61.0
84.0
73.0
77.0
83.0
68.0
75.0
29.0
63.0
93.0
34.0
69.0
87.0
3.0
64.0
76.0
61.0
89.0
44.0
76.0
100.0
96.0
96.0
52.0
1.0
18.0
74.0
34.0
7.0
72.0
20.0
94.0
53.0
56.0
99.0
43.0
65.0
72.0
76.0
4.0
86.0
70.0
11.0
100.0
59.0
100.0
89.0
99.0
100.0
61.0
41.0
38.0
80.0
85.0
75.0
98.0
40.0
88.0
74.0
21.0
71.0
78.0
56.0
88.0
86.0
43.0
81.0
77.0
59.0
82.0
45.0
85.0
100.0
1.0
83.0
91.0
60.0
48.0
83.0
21.0
51.0
90.0
29.0
71.0
80.0
82.0
89.0
100.0
61.0
46.0
40.0
98.0
65.0
82.0
75.0
92.0
93.0
69.0
33.0
100.0
29.0
64.0
73.0
43.0
100.0
98.0
93.0
100.0
1.0
100.0
2.0
68.0
67.0
72.0
42.0
12.0
1.0
20.0
82.0
69.0
83.0
55.0
83.0
32.0
81.0
100.0
65.0
56.0
86.0
50.0
30.0
99.0
47.0
95.0
21.0
14.0
99.0
100.0
2.0
88.0
52.0
41.0
73.0
91.0
93.0
6.0
79.0
64.0
57.0
18.0
70.0
56.0
87.0
100.0
63.0
73.0
33.0
86.0
82.0
93.0
32.0
39.0
98.0
92.0
80.0
26.0
50.0
49.0
88.0
41.0
13.0
27.0
10.0
25.0
51.0
36.0
87.0
7.0
71.0
99.0
59.0
75.0
34.0
14.0
80.0
85.0
91.0
89.0
89.0
33.0
100.0
19.0
24.0
97.0
35.0
17.0
96.0
30.0
78.0
99.0
74.0
99.0
68.0
2.0
86.0
75.0
65.0
20.0
23.0
91.0
36.0
39.0
44.0
12.0
32.0
28.0
99.0
14.0
81.0
43.0
89.0
82.0
79.0
85.0
66.0
92.0
100.0
33.0
84.0
19.0
98.0
98.0
63.0
38.0
13.0
40.0
85.0
79.0
93.0
32.0
35.0
5.0
62.0
6.0
79.0
90.0
95.0
51.0
87.0
33.0
14.0
36.0
37.0
18.0
100.0
90.0
81.0
18.0
63.0
47.0
87.0
100.0
15.0
30.0
83.0
99.0
78.0
20.0
70.0
100.0
75.0
40.0
64.0
94.0
79.0
48.0
100.0
84.0
83.0
100.0
54.0
63.0
28.0
100.0
61.0
12.0
44.0
44.0
96.0
80.0
55.0
19.0
33.0
72.0
91.0
40.0
78.0
57.0
56.0
28.0
73.0
99.0
20.0
98.0
16.0
88.0
94.0
100.0
44.0
44.0
100.0
23.0
97.0
41.0
33.0
81.0
53.0
94.0
15.0
20.0
100.0
65.0
87.0
96.0
48.0
23.0
86.0
83.0
100.0
95.0
39.0
70.0
87.0
48.0
37.0
75.0
94.0
82.0
85.0
60.0
1.0
99.0
18.0
100.0
85.0
6.0
70.0
64.0
24.0
51.0
16.0
100.0
64.0
56.0
52.0
2.0
8.0
88.0
51.0
69.0
54.0
1.0
100.0
86.0
84.0
15.0
45.0
3.0
68.0
100.0
82.0
55.0
22.0
28.0
90.0
6.0
87.0
63.0
84.0
38.0
62.0
17.0
69.0
85.0
36.0
29.0
89.0
56.0
37.0
74.0
77.0
32.0
98.0
70.0
49.0
66.0
29.0
33.0
34.0
51.0
9.0
17.0
55.0
84.0
78.0
58.0
99.0
31.0
44.0
92.0
62.0
16.0
18.0
12.0
40.0
49.0
100.0
41.0
97.0
52.0
85.0
64.0
51.0
43.0
72.0
79.0
40.0
29.0
96.0
81.0
95.0
67.0
90.0
94.0
63.0
36.0
39.0
55.0
89.0
52.0
95.0
100.0
69.0
59.0
16.0
33.0
77.0
87.0
86.0
72.0
73.0
71.0
75.0
82.0
93.0
76.0
100.0
19.0
14.0
93.0
99.0
57.0
97.0
8.0
58.0
77.0
84.0
81.0
94.0
55.0
88.0
45.0
57.0
33.0
23.0
98.0
81.0
80.0
17.0
1.0
55.0
81.0
4.0
49.0
49.0
32.0
28.0
100.0
29.0
96.0
98.0
58.0
41.0
48.0
8.0
91.0
100.0
1.0
32.0
85.0
84.0
3.0
36.0
68.0
81.0
97.0
84.0
80.0
67.0
25.0
86.0
54.0
100.0
100.0
100.0
83.0
46.0
79.0
100.0
81.0
91.0
22.0
23.0
84.0
41.0
60.0
99.0
29.0
35.0
78.0
43.0
100.0
1.0
31.0
72.0
9.0
31.0
49.0
89.0
89.0
3.0
38.0
100.0
12.0
71.0
6.0
50.0
83.0
9.0
72.0
91.0
84.0
8.0
74.0
47.0
100.0
63.0
89.0
60.0
33.0
49.0
78.0
100.0
2.0
87.0
27.0
46.0
46.0
81.0
80.0
39.0
80.0
99.0
1.0
24.0
61.0
50.0
59.0
78.0
97.0
2.0
60.0
35.0
94.0
25.0
100.0
86.0
58.0
79.0
77.0
90.0
93.0
2.0
100.0
100.0
45.0
76.0
91.0
30.0
96.0
33.0
45.0
8.0
46.0
42.0
18.0
92.0
95.0
18.0
14.0
59.0
60.0
48.0
34.0
96.0
36.0
56.0
4.0
68.0
45.0
41.0
63.0
54.0
81.0
69.0
8.0
19.0
69.0
1.0
52.0
22.0
29.0
16.0
100.0
85.0
73.0
81.0
84.0
78.0
69.0
59.0
32.0
80.0
48.0
100.0
32.0
24.0
77.0
40.0
61.0
54.0
85.0
9.0
50.0
54.0
86.0
100.0
45.0
2.0
94.0
74.0
99.0
72.0
100.0
71.0
92.0
86.0
35.0
25.0
73.0
50.0
88.0
100.0
60.0
69.0
79.0
12.0
68.0
15.0
37.0
51.0
67.0
67.0
49.0
12.0
50.0
34.0
28.0
49.0
66.0
74.0
87.0
3.0
33.0
76.0
60.0
78.0
100.0
22.0
100.0
27.0
98.0
98.0
100.0
90.0
5.0
3.0
54.0
73.0
77.0
92.0
100.0
74.0
98.0
100.0
75.0
19.0
83.0
39.0
80.0
67.0
35.0
50.0
79.0
73.0
64.0
98.0
12.0
90.0
36.0
2.0
52.0
94.0
62.0
69.0
34.0
4.0
68.0
4.0
60.0
35.0
24.0
41.0
99.0
18.0
13.0
88.0
79.0
95.0
77.0
4.0
76.0
92.0
18.0
49.0
83.0
27.0
100.0
86.0
41.0
9.0
78.0
11.0
71.0
83.0
71.0
99.0
98.0
57.0
20.0
75.0
3.0
50.0
98.0
17.0
77.0
100.0
99.0
85.0
46.0
23.0
98.0
74.0
56.0
100.0
54.0
11.0
58.0
11.0
63.0
86.0
65.0
15.0
58.0
46.0
52.0
88.0
45.0
71.0
100.0
95.0
76.0
71.0
45.0
37.0
92.0
62.0
56.0
38.0
22.0
72.0
54.0
62.0
71.0
66.0
98.0
83.0
86.0
83.0
53.0
47.0
84.0
84.0
50.0
73.0
83.0
56.0
77.0
23.0
19.0
97.0
100.0
22.0
51.0
13.0
12.0
69.0
1.0
31.0
81.0
71.0
72.0
79.0
84.0
93.0
75.0
52.0
75.0
25.0
76.0
22.0
35.0
100.0
42.0
99.0
40.0
79.0
68.0
13.0
8.0
83.0
100.0
1.0
89.0
51.0
34.0
42.0
83.0
98.0
99.0
4.0
38.0
67.0
100.0
13.0
75.0
43.0
56.0
83.0
29.0
54.0
64.0
40.0
76.0
96.0
48.0
74.0
92.0
48.0
24.0
93.0
30.0
86.0
47.0
12.0
100.0
83.0
77.0
67.0
92.0
90.0
2.0
56.0
55.0
23.0
93.0
79.0
62.0
95.0
67.0
83.0
86.0
89.0
99.0
84.0
100.0
31.0
74.0
68.0
68.0
72.0
75.0
3.0
93.0
60.0
57.0
87.0
59.0
100.0
70.0
64.0
34.0
94.0
27.0
60.0
2.0
22.0
4.0
39.0
100.0
92.0
49.0
60.0
94.0
47.0
97.0
33.0
69.0
86.0
96.0
100.0
37.0
77.0
81.0
58.0
48.0
77.0
74.0
92.0
90.0
97.0
59.0
66.0
50.0
71.0
82.0
64.0
66.0
99.0
98.0
68.0
99.0
50.0
63.0
46.0
55.0
49.0
87.0
92.0
50.0
78.0
100.0
100.0
46.0
64.0
79.0
30.0
34.0
42.0
2.0
34.0
72.0
33.0
84.0
95.0
82.0
81.0
70.0
21.0
48.0
66.0
96.0
70.0
95.0
90.0
51.0
77.0
63.0
25.0
77.0
68.0
96.0
57.0
54.0
42.0
79.0
87.0
24.0
57.0
20.0
29.0
90.0
82.0
100.0
51.0
80.0
99.0
39.0
43.0
78.0
67.0
90.0
61.0
76.0
91.0
75.0
5.0
84.0
96.0
15.0
41.0
47.0
100.0
100.0
100.0
8.0
20.0
55.0
43.0
100.0
41.0
39.0
89.0
41.0
70.0
77.0
34.0
20.0
62.0
49.0
93.0
57.0
24.0
100.0
1.0
100.0
88.0
71.0
80.0
93.0
56.0
19.0
79.0
83.0
81.0
100.0
79.0
17.0
46.0
85.0
3.0
76.0
70.0
100.0
80.0
45.0
79.0
98.0
57.0
67.0
75.0
64.0
28.0
81.0
41.0
18.0
56.0
80.0
36.0
51.0
73.0
32.0
94.0
37.0
48.0
83.0
90.0
2.0
85.0
98.0
78.0
48.0
18.0
57.0
37.0
70.0
36.0
39.0
94.0
81.0
14.0
80.0
57.0
55.0
36.0
93.0
70.0
51.0
70.0
88.0
11.0
69.0
89.0
27.0
88.0
52.0
65.0
99.0
84.0
7.0
77.0
87.0
87.0
100.0
77.0
85.0
63.0
23.0
84.0
100.0
73.0
100.0
95.0
84.0
87.0
1.0
13.0
53.0
43.0
60.0
18.0
20.0
1.0
45.0
94.0
61.0
73.0
37.0
71.0
93.0
5.0
68.0
4.0
75.0
37.0
31.0
100.0
71.0
99.0
100.0
1.0
38.0
100.0
85.0
89.0
85.0
60.0
17.0
100.0
63.0
66.0
67.0
32.0
68.0
53.0
53.0
9.0
68.0
94.0
85.0
75.0
84.0
43.0
100.0
89.0
43.0
66.0
18.0
92.0
32.0
99.0
59.0
85.0
82.0
41.0
99.0
95.0
88.0
95.0
8.0
29.0
79.0
73.0
19.0
80.0
37.0
24.0
26.0
72.0
53.0
26.0
90.0
88.0
94.0
73.0
85.0
100.0
63.0
48.0
34.0
84.0
95.0
13.0
98.0
85.0
62.0
74.0
91.0
77.0
10.0
74.0
28.0
58.0
99.0
1.0
50.0
38.0
84.0
28.0
36.0
24.0
57.0
81.0
99.0
81.0
48.0
56.0
79.0
94.0
42.0
81.0
76.0
85.0
69.0
48.0
93.0
47.0
4.0
78.0
84.0
4.0
25.0
20.0
28.0
58.0
59.0
83.0
95.0
42.0
65.0
33.0
36.0
81.0
42.0
61.0
62.0
35.0
31.0
67.0
24.0
12.0
79.0
68.0
97.0
62.0
82.0
27.0
36.0
20.0
70.0
100.0
81.0
100.0
97.0
67.0
92.0
39.0
53.0
91.0
33.0
98.0
16.0
75.0
91.0
36.0
70.0
92.0
19.0
75.0
100.0
42.0
54.0
4.0
72.0
73.0
93.0
33.0
72.0
58.0
89.0
55.0
70.0
44.0
65.0
52.0
59.0
97.0
67.0
79.0
58.0
77.0
76.0
49.0
1.0
48.0
100.0
4.0
38.0
100.0
84.0
34.0
90.0
40.0
48.0
78.0
33.0
35.0
79.0
49.0
95.0
76.0
84.0
82.0
84.0
40.0
58.0
79.0
100.0
43.0
92.0
44.0
55.0
98.0
93.0
43.0
100.0
55.0
47.0
46.0
34.0
58.0
1.0
14.0
91.0
62.0
32.0
18.0
63.0
67.0
40.0
97.0
91.0
63.0
96.0
100.0
63.0
54.0
24.0
37.0
56.0
32.0
82.0
29.0
82.0
94.0
86.0
59.0
46.0
100.0
65.0
100.0
26.0
100.0
95.0
4.0
71.0
89.0
100.0
100.0
87.0
48.0
51.0
11.0
7.0
95.0
68.0
90.0
83.0
43.0
61.0
80.0
61.0
4.0
87.0
87.0
16.0
68.0
77.0
86.0
70.0
78.0
87.0
20.0
59.0
72.0
88.0
94.0
69.0
24.0
94.0
40.0
75.0
55.0
36.0
65.0
70.0
85.0
53.0
30.0
89.0
80.0
54.0
95.0
90.0
81.0
88.0
50.0
76.0
20.0
21.0
99.0
96.0
78.0
73.0
70.0
77.0
86.0
5.0
35.0
74.0
58.0
74.0
26.0
100.0
67.0
60.0
20.0
92.0
58.0
100.0
89.0
5.0
94.0
70.0
90.0
88.0
58.0
74.0
1.0
70.0
73.0
57.0
75.0
1.0
35.0
7.0
25.0
50.0
60.0
95.0
76.0
24.0
100.0
32.0
85.0
92.0
58.0
62.0
60.0
15.0
83.0
41.0
45.0
58.0
81.0
36.0
89.0
23.0
57.0
69.0
67.0
32.0
87.0
24.0
88.0
83.0
40.0
16.0
72.0
100.0
3.0
69.0
17.0
64.0
70.0
70.0
46.0
100.0
25.0
100.0
90.0
93.0
77.0
3.0
75.0
85.0
68.0
59.0
100.0
26.0
98.0
99.0
69.0
41.0
81.0
9.0
1.0
99.0
35.0
99.0
46.0
70.0
36.0
83.0
74.0
93.0
58.0
98.0
52.0
72.0
81.0
32.0
23.0
6.0
80.0
33.0
60.0
92.0
49.0
91.0
1.0
96.0
58.0
17.0
18.0
96.0
72.0
47.0
26.0
3.0
50.0
37.0
45.0
76.0
83.0
83.0
47.0
81.0
10.0
77.0
69.0
31.0
28.0
84.0
82.0
96.0
100.0
1.0
60.0
43.0
75.0
24.0
100.0
21.0
92.0
100.0
53.0
35.0
22.0
78.0
49.0
75.0
98.0
88.0
100.0
82.0
46.0
54.0
32.0
15.0
85.0
29.0
26.0
95.0
60.0
25.0
73.0
78.0
74.0
78.0
24.0
97.0
52.0
92.0
27.0
59.0
53.0
79.0
100.0
34.0
11.0
10.0
68.0
13.0
75.0
40.0
83.0
19.0
27.0
96.0
85.0
45.0
82.0
1.0
100.0
82.0
69.0
23.0
71.0
56.0
100.0
75.0
100.0
89.0
83.0
52.0
54.0
100.0
88.0
40.0
6.0
80.0
96.0
97.0
97.0
73.0
92.0
1.0
71.0
6.0
78.0
35.0
77.0
96.0
68.0
84.0
63.0
64.0
54.0
66.0
77.0
49.0
17.0
62.0
81.0
80.0
45.0
12.0
45.0
23.0
43.0
100.0
88.0
100.0
76.0
7.0
72.0
80.0
55.0
73.0
86.0
77.0
100.0
98.0
89.0
90.0
26.0
54.0
99.0
100.0
44.0
81.0
73.0
75.0
98.0
93.0
74.0
43.0
45.0
97.0
59.0
85.0
75.0
76.0
45.0
73.0
100.0
57.0
70.0
40.0
76.0
62.0
49.0
55.0
80.0
61.0
91.0
35.0
88.0
81.0
76.0
100.0
69.0
4.0
79.0
100.0
87.0
41.0
47.0
100.0
55.0
87.0
32.0
53.0
33.0
2.0
58.0
100.0
75.0
58.0
1.0
36.0
51.0
31.0
95.0
68.0
6.0
20.0
86.0
22.0
92.0
66.0
82.0
39.0
43.0
93.0
77.0
60.0
29.0
94.0
68.0
75.0
97.0
85.0
18.0
9.0
21.0
41.0
88.0
12.0
60.0
96.0
83.0
91.0
8.0
55.0
27.0
91.0
81.0
64.0
9.0
45.0
2.0
100.0
90.0
81.0
100.0
74.0
67.0
99.0
62.0
81.0
77.0
56.0
49.0
98.0
46.0
88.0
58.0
63.0
61.0
16.0
94.0
100.0
79.0
5.0
10.0
72.0
59.0
12.0
38.0
74.0
99.0
100.0
27.0
1.0
57.0
100.0
95.0
16.0
42.0
100.0
25.0
14.0
59.0
98.0
94.0
24.0
96.0
47.0
87.0
95.0
80.0
52.0
78.0
46.0
8.0
59.0
15.0
37.0
58.0
99.0
83.0
66.0
29.0
82.0
5.0
95.0
99.0
74.0
10.0
17.0
86.0
49.0
20.0
69.0
98.0
100.0
67.0
28.0
1.0
43.0
24.0
46.0
99.0
100.0
93.0
62.0
20.0
21.0
83.0
3.0
12.0
53.0
88.0
44.0
95.0
80.0
84.0
92.0
100.0
100.0
9.0
51.0
48.0
94.0
92.0
91.0
50.0
83.0
73.0
47.0
96.0
40.0
5.0
4.0
78.0
95.0
48.0
69.0
57.0
73.0
68.0
59.0
58.0
52.0
54.0
68.0
71.0
36.0
67.0
85.0
56.0
63.0
20.0
100.0
84.0
61.0
92.0
91.0
94.0
44.0
64.0
89.0
94.0
77.0
82.0
60.0
25.0
48.0
68.0
71.0
63.0
82.0
100.0
18.0
70.0
11.0
84.0
33.0
8.0
100.0
79.0
63.0
84.0
83.0
59.0
55.0
88.0
15.0
100.0
73.0
33.0
21.0
72.0
73.0
68.0
69.0
69.0
82.0
100.0
8.0
4.0
48.0
36.0
30.0
26.0
85.0
98.0
49.0
86.0
93.0
79.0
68.0
32.0
100.0
100.0
71.0
57.0
41.0
61.0
92.0
87.0
54.0
56.0
87.0
85.0
60.0
18.0
41.0
87.0
8.0
43.0
82.0
53.0
50.0
25.0
75.0
82.0
68.0
1.0
55.0
72.0
34.0
19.0
66.0
20.0
86.0
98.0
100.0
100.0
26.0
21.0
49.0
69.0
97.0
82.0
57.0
68.0
87.0
40.0
21.0
55.0
100.0
67.0
65.0
28.0
61.0
73.0
76.0
79.0
43.0
78.0
88.0
76.0
92.0
46.0
71.0
50.0
32.0
84.0
38.0
80.0
86.0
