Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Borough_Staten Island
6412,4520863,177094.0,1931,1,100,82.7,17.3,0.3,4018949.7,44319.0,,40.816133,-73.917503,1.0,71.0,5.363636832668679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8294,4398329,72750.0,1929,1,100,92.2,2.6,0.8,5788990.6,61616.6,,40.840092999999996,-73.846132,10.0,200.0,5.783517442675055,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,2591543,219718.0,1930,1,100,92.1,11.0,0.6,20891622.2,238719.0,,40.743004,-73.992721,5.0,58.0,7.011844987506518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,2810089,228879.0,1951,1,100,53.7,8.7,0.3,5583200.0,65563.7,0.65,40.727016,-73.933892,1.0,589.0,5.692384429703832,-0.4307829160924542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,2664583,194856.0,1962,1,100,82.6,8.6,0.3,6294910.2,62564.0,,40.770917,-73.959742,8.0,126.0,5.812337881210547,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,4040481,105000.0,1939,1,100,108.4,3.4,0.0,539500.0,5395.0,,,,,,6.648336671803215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6630,3260049,92065.0,1920,1,100,127.1,19.1,,,,57.23,40.831527,-73.92009300000001,4.0,18102.0,6.0156692358048,4.047078236421011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
428,5877235,,1975,1,100,135.6,9.8,1.1,6072399.9,63920.0,,,,,,5.776103136235827,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,2669767,59928.0,1905,1,100,94.3,7.5,0.0,104546.7,1045.5,36.98,40.767325,-73.964451,8.0,120.0,5.471009374366148,3.610377225958979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,4408027,76200.0,1940,1,100,71.9,3.8,0.6,4409789.9,48159.3,41.14,,,,,5.540086381985411,3.716980884224811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,2750325,440709.0,2009,1,100,82.6,8.4,0.6,22684454.8,239295.9,38.04,40.756094,-73.996802,4.0,111.0,7.094151854929231,3.6386382376771897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13356,2975523,212202.0,1940,1,100,2.0,0.6,,,,34.15,,,,,,3.530762586016799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,3447970,60200.0,1987,1,100,68.2,,0.7,4313499.8,46243.3,,40.735368,-74.009367,2.0,75.0,5.43415858945945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886,4921994,175375.0,1963,1,100,71.1,4.3,0.6,9609056.5,105568.7,38.12,40.774739000000004,-73.95623,8.0,138.0,6.23519473203058,3.6407390787860012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10379,2797994,80800.0,1961,1,100,83.4,5.9,0.6,4854967.1,51054.7,72.33,40.657238,-73.915811,17.0,890.0,5.610204127696635,4.28123898086119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,4372228,80185.0,1900,1,90,83.2,13.2,0.4,3235499.8,32992.4,108.71,40.747381,-73.986051,5.0,76.0,5.146912912388804,4.6886837862159085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,3532547,83481.0,2010,1,100,67.8,7.0,0.5,3933939.9,41700.2,62.76,40.832493,-73.889538,3.0,157.0,5.342334251964811,4.139317927864832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7905,4114478,54200.0,1923,1,100,95.0,4.1,0.1,327200.0,3272.0,91.17,40.868209,-73.891667,7.0,40302.0,5.81740873473106,4.5127258955968115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,2655007,687320.0,1980,1,100,116.5,10.8,0.9,43123266.0,475141.0,,40.77109,-73.981454,7.0,149.0,7.736525413326797,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11015,4403931,72312.0,1931,1,100,123.9,5.9,1.1,7212599.8,77953.6,61.82,40.636477,-74.03669000000001,10.0,34.0,6.001167322569367,4.124226936703971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,2793060,101375.0,1910,1,100,106.5,7.3,0.9,8194738.2,88080.4,102.7,40.788996999999995,-73.942628,11.0,170.0,6.076035448558252,4.631812116934513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10882,2803052,70800.0,1939,1,100,67.8,4.7,0.5,3943900.1,42152.6,41.17,40.631895,-73.986951,12.0,236.0,5.344723739362192,3.7177098357818132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,4942144,53600.0,1923,1,100,80.3,5.2,0.7,4257400.3,45965.0,,40.838557,-73.913883,4.0,17902.0,5.420977379283924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,5840365,60610.0,1928,1,100,83.5,13.0,,,,38.66,40.717231,-74.00656500000001,1.0,33.0,,3.654805473780185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,2815247,60480.0,1938,1,100,53.9,2.3,0.5,3248700.0,35493.2,88.42,40.634956,-73.990477,12.0,234.0,5.150976778649327,4.482098188398097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10064,4405048,78162.0,2004,1,100,89.0,6.6,0.7,5085133.1,55764.0,78.44,40.701796,-73.931663,4.0,425.0,5.59879226079857,4.362334001328145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,5850801,65857.0,1906,1,100,84.4,17.9,0.3,1410878.2,16695.1,24.65,40.738009000000005,-73.99217,5.0,54.0,4.316153890523174,3.204776900488699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,4038843,114488.0,1904,1,100,156.4,25.2,,,,27.36,40.723925,-73.998063,2.0,49.0,5.591732970847578,3.3090820927543496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,3418132,70403.0,1890,1,100,82.1,6.6,0.6,4964419.0,52734.0,101.75,40.686709,-74.00089799999999,6.0,47.0,5.574812093359241,4.622518824322705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10741,3856182,81000.0,1958,1,100,72.6,3.1,0.7,5230299.8,56062.9,,40.633332,-73.957818,14.0,766.0,5.626901430320244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,2775601,63000.0,1984,1,100,68.4,1.4,0.7,6563213.1,70433.2,,40.822231,-73.94981800000001,9.0,225.0,5.85392513308592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11709,2784309,221000.0,1961,2,100,124.4,5.0,1.1,23603600.3,254707.9,,40.588547999999996,-73.939599,15.0,598.0,7.13385445812198,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,2805739,71643.0,1912,1,100,34.4,9.4,0.0,86141.2,861.4,,40.778364,-73.960622,8.0,142.0,1.5260563034950492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,2562613,69649.0,1923,1,100,59.6,11.4,,,,,40.763527,-73.975279,5.0,11201.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904,2702539,160000.0,1941,1,100,72.8,7.5,0.5,7817951.3,85034.2,,40.703043,-73.990688,2.0,21.0,6.028760331851679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11287,3522990,90000.0,1936,1,100,82.0,2.9,0.8,7525999.8,80672.5,55.47,40.607436,-73.98546800000001,11.0,428.0,5.990714265717278,4.015842334067143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,4408762,88200.0,1940,1,100,5.8,,0.1,536500.0,5365.0,,40.883477,-73.879512,7.0,431.0,3.349904087274605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12028,2664866,56000.0,2004,1,100,31.3,6.3,0.1,539345.3,6529.2,6.79,,,,,3.353406717825807,1.9154509415706047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10448,3856185,53100.0,1962,1,100,82.8,5.2,0.7,4021000.0,42400.8,79.01,40.636407,-73.945933,17.0,788.0,5.36410510708604,4.369574426734642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11261,2676403,50400.0,1937,1,100,71.2,,0.7,3645962.5,39567.4,60.4,40.612126,-73.980475,11.0,432.0,5.2663105704129505,4.100989104940769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10848,4411832,104100.0,1961,1,100,84.3,4.5,0.7,7083954.2,70839.5,62.11,40.637178999999996,-73.971518,12.0,490.0,5.943324171780047,4.128907006571212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,2667643,57042.0,1910,1,100,102.7,9.3,0.8,4222137.8,45671.1,42.09,40.732510999999995,-73.989421,3.0,42.0,5.412984441526163,3.7398101827824792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,3270248,68808.0,1908,1,100,85.8,,,41386.9,,33.72,40.740815999999995,-73.991848,5.0,54.0,5.635860458170742,3.518091133133655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,2636855,137887.0,1929,1,100,47.4,6.4,0.0,2264.6,25.4,10.42,40.753941999999995,-73.989829,5.0,109.0,5.687314281948894,2.343727036325221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8840,2682570,104000.0,1954,1,100,96.2,5.0,0.7,6934455.9,75761.9,43.56,40.886399,-73.912823,8.0,30701.0,6.132312855695361,3.77413929806476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,3583733,242577.0,1957,1,100,73.6,14.7,,,,,40.750285,-73.971852,6.0,88.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,5849853,160896.0,1929,1,100,73.4,4.6,0.6,9190376.4,102069.4,35.26,40.732357,-73.992953,2.0,59.0,6.190520302893102,3.562749176969724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11422,3094809,62000.0,1929,1,100,97.4,3.2,0.9,5355700.1,57909.3,15.04,40.613906,-73.949294,14.0,548.0,5.6507332535663855,2.7107133185216936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6273,4047010,461475.0,1972,1,95,105.1,6.6,0.8,27955598.6,279556.0,352.33,40.875121,-73.912461,8.0,309.0,7.303102708902016,5.864568236419437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,3119339,69280.0,1911,1,100,67.4,10.2,0.1,453900.0,4539.0,,40.807072,-73.964596,9.0,205.0,5.1515559851526325,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,3519648,54180.0,1950,1,100,78.7,3.2,,,,53.29,40.833453000000006,-73.926292,4.0,189.0,5.6164073951712,3.975748696308691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,2608484,50802.0,1922,1,100,59.9,2.6,0.0,94835.5,948.4,38.76,40.843594,-73.94003599999999,12.0,253.0,5.602118820879701,3.6573887870225654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,3286988,53744.0,1935,1,100,89.3,4.9,0.8,3894200.1,41723.1,135.18,40.824309,-73.890513,2.0,119.0,5.331752142634274,4.906607223672208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13215,2644735,68946.0,1936,1,100,66.5,2.6,0.6,4609799.9,49897.4,50.16,,,,,5.500441550638171,3.9152178963246653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,2810041,66300.0,1959,1,100,55.7,4.1,0.0,257945.0,2620.4,34.37,40.882352000000004,-73.878079,7.0,431.0,5.353278924622011,3.5371840908617425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,3527082,53538.0,1925,1,100,57.1,2.8,0.5,2947000.2,31759.5,29.04,40.855557,-73.93319699999999,12.0,279.0,5.0530560099802075,3.3686741899565953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,4370217,98373.0,1906,1,100,66.6,,,978725.7,,25.48,40.789713,-73.98020600000001,7.0,171.0,5.952203833154679,3.2378938307039626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,2721976,69649.0,1928,1,100,73.7,3.4,0.0,91938.8,919.4,,40.745405,-73.987113,5.0,76.0,5.81651574464344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7742,2720950,136770.0,1938,1,100,22.7,3.2,0.1,1532995.8,15330.0,112.41,40.873453000000005,-73.899635,8.0,26702.0,4.399375273008495,4.722152901473706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,2670007,90247.0,1930,1,100,64.6,4.4,0.5,4879904.8,53475.8,27.17,40.768361,-73.957335,8.0,126.0,5.557599964478119,3.3021134234382563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14309,4940491,123914.0,1964,1,95,90.7,11.7,0.4,4859242.1,48592.4,71.43,,,,,5.883322388488279,4.268717949166882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,2957427,87354.0,1941,1,100,76.3,4.2,0.7,5378320.7,59705.7,38.69,40.85637,-73.86953299999999,11.0,22401.0,5.654942309236727,3.6555811687124216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11382,2800742,101600.0,1949,1,100,146.1,3.8,1.4,13503000.3,145762.5,45.46,40.617625,-73.95487800000001,14.0,538.0,6.575354741730978,3.8168328184243974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,3529281,231417.0,1972,1,100,56.2,6.3,,,,2.93,40.716214,-73.983976,3.0,12.0,,1.075002423028976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,4046111,57156.0,1900,1,100,40.6,1.4,0.0,2817.6,32.7,45.06,40.746758,-73.984539,5.0,74.0,5.126342101808226,3.8079949350040985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,2809824,108401.0,1968,1,100,56.3,0.8,0.6,5660299.8,62488.4,,40.806948999999996,-73.96709200000001,9.0,199.0,5.705780477318874,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7740,4413827,108500.0,1926,1,95,24.6,3.8,0.1,555385.4,5597.2,104.81,40.872105,-73.899817,8.0,26702.0,4.351567427189173,4.652149187182086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,2817503,89400.0,1956,1,100,27.2,5.2,0.0,301936.7,3071.5,38.02,40.756777,-73.96334499999999,6.0,10601.0,3.949318790171843,3.6381123370602833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11927,4403952,81900.0,1951,1,100,10.3,3.0,0.0,0.0,0.0,70.62,40.57822,-73.95315500000001,15.0,61004.0,,4.25731339050024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,2729956,113136.0,1963,1,100,73.0,4.6,0.6,6745799.8,73591.4,59.64,,,,,5.881370624310908,4.088326489896538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,4046326,65862.0,1930,1,100,104.6,,,5213853.0,,,40.854673,-73.863854,11.0,228.0,5.806339062981293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8549,4023961,136070.0,1967,1,100,151.5,6.4,,,,80.47,40.877177,-73.861649,12.0,380.0,7.2156810579109605,4.387884444158042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,4124778,88500.0,1930,1,100,97.1,2.5,0.9,7067876.5,81690.1,1.67,,,,,5.927992124152408,0.5128236264286637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,4175565,121000.0,2013,1,100,75.5,14.0,0.3,3274900.0,34591.4,69.88,40.747752,-73.990728,5.0,101.0,5.158480421360237,4.246779485265856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12599,2805492,85804.0,1931,1,100,65.2,3.0,0.6,5169438.9,56280.8,58.99,,,,,5.6153154933338705,4.077367938014984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
