Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Borough_Staten Island
6029,2789436,76812.0,1930,1,100,105.2,5.8,0.2,1866366.7,18663.7,26.45,40.845608,-73.938639,12.0,263.0,6.271177449910086,3.2752561583043085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,2702022,702815.0,1929,1,100,76.2,13.3,0.0,700618.8,7006.2,,40.717363,-74.006897,1.0,33.0,7.414512638572174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,5857785,54500.0,1931,1,100,26.1,5.2,0.1,464496.9,5102.3,3.85,40.801781,-73.909921,1.0,19.0,3.2068032436339315,1.3480731482996928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14660,2721423,830280.0,1964,1,100,93.9,5.5,,62390470.4,,68.12,40.586606,-73.809741,14.0,94203.0,8.105881022516146,4.221270855794487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11347,3538169,96000.0,1926,1,100,87.5,2.7,0.8,8730239.8,93867.2,67.36,40.622725,-73.961621,14.0,534.0,6.139237791397415,4.210051369934071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9345,4954081,169857.0,2006,1,100,85.1,4.4,0.7,11987305.9,119873.1,,40.673565999999994,-73.968719,8.0,207.0,6.45629858702298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6232,4043865,55308.0,1940,1,100,95.2,3.4,0.0,195844.0,1958.4,56.34,40.853736,-73.936018,12.0,271.0,5.83656358589002,4.0314047624482265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,4409860,396000.0,2007,1,95,102.2,14.3,0.6,12361775.2,137218.6,59.68,40.716619,-74.004257,1.0,33.0,6.487075005067492,4.088996955895506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628,3523026,75086.0,1951,1,100,81.2,4.0,0.7,5765500.0,57655.0,,40.859037,-73.908271,5.0,251.0,5.7242384832235835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8057,2653328,77700.0,1925,1,100,63.5,3.1,0.6,4216370.2,45390.4,68.09,40.878713,-73.87808199999999,7.0,419.0,5.4116460518550396,4.220830359494875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,3514311,260000.0,1982,1,100,52.8,11.5,0.2,3289500.1,38130.4,17.4,,,,,5.163070217140011,2.856470206220483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,2780816,154962.0,1981,1,100,107.9,5.4,0.0,608867.7,6088.7,100.17,40.801023,-73.95042600000001,10.0,218.0,6.918101571036281,4.606868742623673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2825644,179800.0,1929,1,100,19.3,4.2,0.0,887700.0,8877.0,,40.731408,-73.999307,2.0,65.0,3.8543938925915096,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8828,2705502,62570.0,1961,1,100,89.9,5.1,0.8,4513467.9,49385.9,,40.907029,-73.896534,8.0,345.0,5.479388141440339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12762,2615618,79710.0,1950,1,100,126.8,6.3,1.1,7961364.7,86186.4,77.04,,,,,6.082218910376446,4.34432476748987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,5831671,73359.0,2001,1,100,116.8,13.5,0.8,5188194.1,56776.9,58.5,40.724956,-73.979057,3.0,2602.0,5.618950539139504,4.069026754237811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,4836270,80600.0,1939,1,100,85.8,3.6,0.0,232500.0,2325.0,34.27,40.854188,-73.934792,12.0,271.0,6.13534841743656,3.5342703358865175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5699,3512703,53340.0,1905,1,100,76.3,5.1,0.6,3430699.9,36587.6,76.24,40.818537,-73.95623,9.0,219.0,5.281171207713066,4.333886259345946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,4926083,58914.0,1926,1,100,123.7,4.1,0.5,3139639.0,31396.4,87.84,40.826519,-73.952445,9.0,229.0,6.024899323194219,4.47551697776122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14633,2266601,128000.0,1962,1,100,148.8,10.1,1.1,14207999.8,142186.3,75.88,,,,,6.626320319290823,4.3291531450668135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,4047240,66600.0,1920,1,95,103.0,7.9,0.1,343110.0,3541.5,,40.824416,-73.877256,9.0,5001.0,5.943324171780047,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10665,3094813,126342.0,1931,1,100,85.9,3.6,0.8,9237800.0,100875.5,62.73,40.644221,-73.959887,14.0,514.0,6.195832943095858,4.138839802108651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12236,2815412,78660.0,1929,1,100,76.3,2.8,0.7,5737199.5,62014.6,,,,,,5.719327685991663,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8356,2639329,70200.0,1927,1,100,79.5,5.3,0.7,4283998.0,46553.6,47.88,40.854896999999994,-73.828128,10.0,300.0,5.427150238391005,3.8686978806897723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,4491815,64840.0,1930,1,100,100.8,,,1514761.3,,69.9,40.73724,-74.00151600000001,2.0,77.0,5.87577307261179,4.247065649239764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11342,2734718,66150.0,1936,1,100,52.9,2.5,0.5,3400500.2,36014.4,31.92,40.62751,-73.956744,14.0,762.0,5.196284640982885,3.463232772581608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,1439975,99381.0,2000,1,100,123.7,23.8,,,,,40.762621,-73.973128,5.0,11202.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,4398327,71091.0,1937,1,100,111.7,7.2,0.9,5758881.6,62601.6,68.56,40.885501,-73.901645,8.0,285.0,5.8188952817567055,4.227709274289524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,2721983,326763.0,1964,1,100,119.2,11.0,0.0,1034584.9,10429.3,,40.76489,-73.984224,4.0,139.0,4.007333185232471,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13246,4115741,64932.0,1941,1,100,15.8,3.4,0.0,285700.0,2857.0,38.36,,,,,2.7212954278522306,3.6470152500152375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14341,4410474,83700.0,1937,1,100,89.1,3.4,0.8,6447204.2,69270.4,401.51,,,,,5.835979644267587,5.995232439676901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,4021057,472059.0,2003,1,100,108.2,12.0,0.4,15266915.3,152669.2,49.78,40.708006,-74.006164,1.0,1502.0,7.37041954084111,3.907613296939446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,4935092,60648.0,1928,1,100,106.2,,,564457.6,,,40.746786,-73.98575500000001,5.0,74.0,5.556055562626746,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14107,2721190,56400.0,1928,1,100,95.6,3.8,,,,,,,,,5.998688392197302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12683,4040472,93297.0,1927,1,100,93.5,3.0,0.9,6749199.8,73971.4,98.82,,,,,5.96409335031185,4.593300013417604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5695,2977531,95974.0,1949,1,100,16.0,4.7,,,,,40.816416,-73.95897,9.0,211.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,5842046,580000.0,1982,1,100,80.0,19.2,0.0,1100800.0,11008.0,41.85,40.706699,-74.005208,1.0,1502.0,4.069026754237811,3.7340917969354845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13010,4408025,234958.0,1949,1,100,65.1,3.5,0.5,12180037.7,132020.5,32.24,,,,,6.555783543313972,3.4732079176384274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,2670958,472600.0,1923,1,100,78.8,5.4,0.6,28191452.8,281914.5,41.0,40.780317,-73.95922,8.0,15001.0,7.3114855497965845,3.713572066704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,2671373,114764.0,1935,1,100,80.6,5.0,0.7,7260463.3,78784.9,37.22,40.614982,-74.03756700000001,10.0,5601.0,5.9548005627363905,3.616846251214105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6410,4043059,91998.0,1887,1,100,76.9,5.3,0.6,5472620.2,59215.0,82.24,40.814678,-73.916598,1.0,43.0,5.6722918075648305,4.409641801706855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,2745634,101278.0,1963,1,100,60.0,7.2,0.0,89700.0,927.5,,40.764959000000005,-73.974579,5.0,11201.0,5.573294066502264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,4013961,78600.0,1931,1,100,133.5,3.1,1.2,9133100.5,96813.0,158.63,40.634356,-73.965744,14.0,526.0,6.255558084751145,5.066574446420364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11203,2614191,112712.0,1960,1,100,80.0,4.5,0.7,7225303.7,77839.2,68.68,40.600666,-74.00235500000001,11.0,282.0,5.950121583573599,4.229458036029275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6614,4406597,276550.0,1923,1,100,21.5,4.9,0.0,1337002.9,13865.4,64.6,40.827412,-73.92227700000001,4.0,18301.0,4.2626798770413155,4.168214410788556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,2810956,94680.0,1983,1,100,85.6,5.0,0.7,7051900.0,75754.6,126.52,40.816066,-73.943135,10.0,228.0,5.925858790009988,4.840400398437448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6621,5857986,145728.0,1929,1,100,100.0,4.5,0.9,12267768.2,133319.0,,40.828783,-73.921617,4.0,18301.0,6.47943087672789,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690,4412053,65922.0,1958,1,100,68.5,3.5,0.6,3825439.4,41490.0,81.49,,,,,5.314190715704327,4.400480313332128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13145,4472403,54600.0,1963,1,100,10.7,2.5,0.0,111700.0,1345.0,2.2,,,,,1.7749523509116738,0.7884573603642703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9863,3128852,94200.0,2007,1,100,73.2,11.6,0.4,3019325.6,32710.5,46.85,40.720079999999996,-73.956868,1.0,517.0,5.077670695432414,3.846951008684431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,2959005,106438.0,1921,1,100,131.7,9.1,0.1,346184.4,3461.8,396.9,40.763857,-73.980091,5.0,137.0,6.13599769784028,5.983684359789019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1180593,,1990,1,100,11.2,,0.1,1475294.7,15218.0,1805.19,,,,,4.361823927356363,7.4984211283850986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2636866,92739.0,1912,1,95,80.0,16.4,0.0,120168.0,1354.8,18.01,40.751443,-73.983845,5.0,84.0,5.207297968160868,2.8909271591878647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9020,4047040,84445.0,1937,1,100,59.1,4.1,0.5,3993299.6,44887.5,33.55,40.697982,-73.996495,2.0,301.0,5.357057861570636,3.5130368634176907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059,2609529,56500.0,1926,1,100,108.0,7.3,0.8,4339956.7,43399.6,78.71,40.881313,-73.878395,7.0,431.0,5.540086381985411,4.3657702121543585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,1457889,733001.0,1963,1,100,78.7,18.4,,,,16.49,40.753383,-73.978871,5.0,94.0,,2.8027541365715076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,4043115,96184.0,1957,1,100,83.6,4.9,,,,77.13,40.792411,-73.970523,7.0,177.0,,4.345492309945908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,3533676,50757.0,1925,1,100,112.7,15.2,0.6,3340730.0,35964.6,82.74,40.739585999999996,-73.982589,6.0,66.0,5.178407069875479,4.4157031610332655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12069,5932293,76500.0,1930,1,100,100.9,5.0,0.0,226506.7,2286.3,74.65,,,,,6.148040854150079,4.312810523985199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,4414870,545163.0,1968,1,100,127.9,5.3,1.1,59909295.9,599093.0,70.59,40.586551,-73.803505,14.0,94203.0,8.065296635179534,4.256888491407381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,2715974,170100.0,1983,1,100,58.8,4.5,0.5,8871186.9,94086.8,75.86,40.719697,-73.981822,3.0,2201.0,6.155282632337377,4.3288895362607525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9737,4925815,90215.0,2006,1,100,63.3,6.4,0.5,4230800.2,47325.6,,40.687618,-73.95803199999999,3.0,233.0,5.414766179191283,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12158,5211529,318000.0,1919,1,95,78.4,15.6,,,,15.24,,,,,6.302985209039605,2.7239235502585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11319,2676174,119000.0,1953,1,100,61.8,,0.5,6467094.7,69345.8,27.78,40.604287,-73.96669200000001,15.0,418.0,5.839187111662404,3.3243163373261977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,4952005,266115.0,1982,1,100,115.9,7.6,1.0,21113867.2,228680.9,,40.767297,-73.98423100000001,4.0,139.0,7.022422353960263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12262,3106442,65710.0,2007,1,100,96.2,8.3,0.8,3565602.5,39914.7,48.05,,,,,5.243861180751978,3.8722421354163012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329,2669109,123182.0,1952,1,100,86.0,4.0,0.8,8850741.6,96985.5,59.27,,,,,6.152945438030085,4.082103275799747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11834,3349786,86763.0,1975,1,100,90.7,16.7,0.4,3943457.5,40087.0,146.93,40.649698,-73.898349,18.0,974.0,5.344723739362192,4.989956282887855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9910,4390540,59983.0,2005,1,100,87.9,5.6,0.8,4123236.0,45841.7,51.42,40.712278999999995,-73.961844,1.0,551.0,5.389071729816501,3.9400272018377436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,5049271,141055.0,1955,1,95,67.6,4.3,0.5,6791850.7,73940.5,,40.882692999999996,-73.895039,8.0,409.0,6.005613970212401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,2670697,187270.0,1931,1,100,70.1,7.1,0.0,489700.0,4987.3,,40.767632,-73.970549,8.0,122.0,3.258096538021482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10856,3114783,78718.0,1930,1,100,80.9,4.6,0.7,5711899.8,60134.6,94.29,40.633614,-73.972269,14.0,484.0,5.715052066914432,4.546375139477586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,4835756,147445.0,1921,1,100,89.4,7.3,0.7,9539957.9,104440.3,106.76,40.83215,-73.912702,4.0,175.0,6.227919112481864,4.670583324536324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,2642566,614040.0,1921,1,100,44.4,7.6,0.0,3414.7,35.6,3.99,40.746064000000004,-73.98627900000001,5.0,74.0,6.681231019508449,1.3837912309017721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13793,3122786,54096.0,1929,1,100,56.6,3.0,0.0,236476.7,2390.0,47.96,,,,,5.381738974687109,3.8703673301593136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
